persona_id,country,prompt_variation,overall_happiness,gdp,social_support,health,freedom,generosity,corruption,response_text
9,North Macedonia,json_format,8.0,6.0,9.0,6.0,7.0,5.0,3.0,"{""overall_happiness"": 8, ""gdp"": 6, ""social_support"": 9, ""health"": 6, ""freedom"": 7, ""generosity"": 5, ""corruption"": 3}"
10,North Macedonia,json_format,7.0,5.0,8.0,7.0,8.0,4.0,3.0,"{""overall_happiness"": 7, ""gdp"": 5, ""social_support"": 8, ""health"": 7, ""freedom"": 8, ""generosity"": 4, ""corruption"": 3}"
11,North Macedonia,json_format,6.0,5.0,7.0,6.0,6.0,4.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 7, ""health"": 6, ""freedom"": 6, ""generosity"": 4, ""corruption"": 3}"
12,North Macedonia,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
13,North Macedonia,json_format,7.0,6.0,8.0,6.0,7.0,5.0,3.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 6, ""freedom"": 7, ""generosity"": 5, ""corruption"": 3}"
14,North Macedonia,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
15,North Macedonia,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
16,North Macedonia,json_format,6.0,5.0,8.0,6.0,7.0,6.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 8, ""health"": 6, ""freedom"": 7, ""generosity"": 6, ""corruption"": 3}"
17,North Macedonia,json_format,6.0,5.0,8.0,6.0,5.0,3.0,4.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 8, ""health"": 6, ""freedom"": 5, ""generosity"": 3, ""corruption"": 4}"
18,North Macedonia,json_format,6.0,5.0,7.0,6.0,5.0,4.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 7, ""health"": 6, ""freedom"": 5, ""generosity"": 4, ""corruption"": 3}"
19,North Macedonia,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
20,North Macedonia,json_format,3.0,2.0,6.0,5.0,4.0,1.0,3.0,"{""overall_happiness"": 3, ""gdp"": 2, ""social_support"": 6, ""health"": 5, ""freedom"": 4, ""generosity"": 1, ""corruption"": 3}"
1,Tanzania,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
2,Tanzania,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
3,Tanzania,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
4,Tanzania,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
5,Tanzania,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
6,Tanzania,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
7,Tanzania,json_format,6.0,5.0,8.0,6.0,6.0,4.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 8, ""health"": 6, ""freedom"": 6, ""generosity"": 4, ""corruption"": 3}"
8,Tanzania,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
9,Tanzania,json_format,8.0,5.0,9.0,6.0,7.0,4.0,3.0,"{""overall_happiness"": 8, ""gdp"": 5, ""social_support"": 9, ""health"": 6, ""freedom"": 7, ""generosity"": 4, ""corruption"": 3}"
10,Tanzania,json_format,7.0,5.0,8.0,7.0,8.0,4.0,3.0,"{""overall_happiness"": 7, ""gdp"": 5, ""social_support"": 8, ""health"": 7, ""freedom"": 8, ""generosity"": 4, ""corruption"": 3}"
11,Tanzania,json_format,6.0,5.0,7.0,6.0,6.0,4.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 7, ""health"": 6, ""freedom"": 6, ""generosity"": 4, ""corruption"": 3}"
12,Tanzania,json_format,7.0,5.0,8.0,7.0,6.0,4.0,3.0,"{""overall_happiness"": 7, ""gdp"": 5, ""social_support"": 8, ""health"": 7, ""freedom"": 6, ""generosity"": 4, ""corruption"": 3}"
13,Tanzania,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
14,Tanzania,json_format,7.0,5.0,8.0,7.0,7.0,6.0,3.0,"{""overall_happiness"": 7, ""gdp"": 5, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 6, ""corruption"": 3}"
15,Tanzania,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
16,Tanzania,json_format,6.0,5.0,8.0,6.0,7.0,6.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 8, ""health"": 6, ""freedom"": 7, ""generosity"": 6, ""corruption"": 3}"
17,Tanzania,json_format,6.0,5.0,8.0,7.0,6.0,3.0,4.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 8, ""health"": 7, ""freedom"": 6, ""generosity"": 3, ""corruption"": 4}"
18,Tanzania,json_format,6.0,5.0,7.0,6.0,5.0,4.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 7, ""health"": 6, ""freedom"": 5, ""generosity"": 4, ""corruption"": 3}"
19,Tanzania,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
20,Tanzania,json_format,3.0,2.0,6.0,5.0,4.0,1.0,3.0,"{""overall_happiness"": 3, ""gdp"": 2, ""social_support"": 6, ""health"": 5, ""freedom"": 4, ""generosity"": 1, ""corruption"": 3}"
1,Pakistan,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
2,Pakistan,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
3,Pakistan,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
4,Pakistan,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
5,Pakistan,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
6,Pakistan,json_format,7.0,5.0,8.0,7.0,7.0,4.0,3.0,"{""overall_happiness"": 7, ""gdp"": 5, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 4, ""corruption"": 3}"
7,Pakistan,json_format,6.0,5.0,7.0,5.0,6.0,4.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 7, ""health"": 5, ""freedom"": 6, ""generosity"": 4, ""corruption"": 3}"
8,Pakistan,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
9,Pakistan,json_format,7.0,6.0,8.0,6.0,7.0,5.0,3.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 6, ""freedom"": 7, ""generosity"": 5, ""corruption"": 3}"
10,Pakistan,json_format,7.0,5.0,8.0,7.0,8.0,4.0,3.0,"{""overall_happiness"": 7, ""gdp"": 5, ""social_support"": 8, ""health"": 7, ""freedom"": 8, ""generosity"": 4, ""corruption"": 3}"
11,Pakistan,json_format,6.0,5.0,7.0,6.0,6.0,4.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 7, ""health"": 6, ""freedom"": 6, ""generosity"": 4, ""corruption"": 3}"
12,Pakistan,json_format,7.0,5.0,8.0,7.0,6.0,4.0,3.0,"{""overall_happiness"": 7, ""gdp"": 5, ""social_support"": 8, ""health"": 7, ""freedom"": 6, ""generosity"": 4, ""corruption"": 3}"
13,Pakistan,json_format,7.0,6.0,8.0,6.0,7.0,5.0,3.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 6, ""freedom"": 7, ""generosity"": 5, ""corruption"": 3}"
14,Pakistan,json_format,7.0,5.0,8.0,7.0,7.0,4.0,3.0,"{""overall_happiness"": 7, ""gdp"": 5, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 4, ""corruption"": 3}"
15,Pakistan,json_format,7.0,5.0,9.0,6.0,6.0,4.0,3.0,"{""overall_happiness"": 7, ""gdp"": 5, ""social_support"": 9, ""health"": 6, ""freedom"": 6, ""generosity"": 4, ""corruption"": 3}"
16,Pakistan,json_format,6.0,5.0,8.0,6.0,7.0,6.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 8, ""health"": 6, ""freedom"": 7, ""generosity"": 6, ""corruption"": 3}"
17,Pakistan,json_format,5.0,4.0,7.0,6.0,5.0,3.0,2.0,"{""overall_happiness"": 5, ""gdp"": 4, ""social_support"": 7, ""health"": 6, ""freedom"": 5, ""generosity"": 3, ""corruption"": 2}"
18,Pakistan,json_format,6.0,5.0,7.0,6.0,5.0,4.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 7, ""health"": 6, ""freedom"": 5, ""generosity"": 4, ""corruption"": 3}"
19,Pakistan,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
20,Pakistan,json_format,3.0,2.0,6.0,5.0,4.0,1.0,2.0,"{""overall_happiness"": 3, ""gdp"": 2, ""social_support"": 6, ""health"": 5, ""freedom"": 4, ""generosity"": 1, ""corruption"": 2}"
1,Saudi Arabia,json_format,8.0,7.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 8, ""gdp"": 7, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
2,Saudi Arabia,json_format,8.0,7.0,9.0,8.0,6.0,6.0,5.0,"{""overall_happiness"": 8, ""gdp"": 7, ""social_support"": 9, ""health"": 8, ""freedom"": 6, ""generosity"": 6, ""corruption"": 5}"
3,Saudi Arabia,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
4,Saudi Arabia,json_format,8.0,6.0,9.0,7.0,7.0,6.0,5.0,"{""overall_happiness"": 8, ""gdp"": 6, ""social_support"": 9, ""health"": 7, ""freedom"": 7, ""generosity"": 6, ""corruption"": 5}"
5,Saudi Arabia,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
6,Saudi Arabia,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
7,Saudi Arabia,json_format,6.0,6.0,8.0,5.0,6.0,4.0,3.0,"{""overall_happiness"": 6, ""gdp"": 6, ""social_support"": 8, ""health"": 5, ""freedom"": 6, ""generosity"": 4, ""corruption"": 3}"
8,Saudi Arabia,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
9,Saudi Arabia,json_format,8.0,7.0,9.0,6.0,7.0,5.0,4.0,"{""overall_happiness"": 8, ""gdp"": 7, ""social_support"": 9, ""health"": 6, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
10,Saudi Arabia,json_format,7.0,5.0,8.0,7.0,8.0,4.0,3.0,"{""overall_happiness"": 7, ""gdp"": 5, ""social_support"": 8, ""health"": 7, ""freedom"": 8, ""generosity"": 4, ""corruption"": 3}"
11,Saudi Arabia,json_format,6.0,7.0,8.0,6.0,6.0,5.0,3.0,"{""overall_happiness"": 6, ""gdp"": 7, ""social_support"": 8, ""health"": 6, ""freedom"": 6, ""generosity"": 5, ""corruption"": 3}"
12,Saudi Arabia,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
13,Saudi Arabia,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
14,Saudi Arabia,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
15,Saudi Arabia,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
16,Saudi Arabia,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
17,Saudi Arabia,json_format,6.0,5.0,8.0,7.0,4.0,2.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 8, ""health"": 7, ""freedom"": 4, ""generosity"": 2, ""corruption"": 3}"
18,Saudi Arabia,json_format,6.0,5.0,7.0,6.0,5.0,4.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 7, ""health"": 6, ""freedom"": 5, ""generosity"": 4, ""corruption"": 3}"
19,Saudi Arabia,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
20,Saudi Arabia,json_format,3.0,4.0,6.0,5.0,4.0,2.0,3.0,"{""overall_happiness"": 3, ""gdp"": 4, ""social_support"": 6, ""health"": 5, ""freedom"": 4, ""generosity"": 2, ""corruption"": 3}"
1,Montenegro,json_format,8.0,7.0,8.0,7.0,8.0,5.0,4.0,"{""overall_happiness"": 8, ""gdp"": 7, ""social_support"": 8, ""health"": 7, ""freedom"": 8, ""generosity"": 5, ""corruption"": 4}"
2,Montenegro,json_format,8.0,6.0,9.0,7.0,7.0,6.0,4.0,"{""overall_happiness"": 8, ""gdp"": 6, ""social_support"": 9, ""health"": 7, ""freedom"": 7, ""generosity"": 6, ""corruption"": 4}"
3,Montenegro,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
4,Montenegro,json_format,8.0,6.0,9.0,7.0,7.0,6.0,3.0,"{""overall_happiness"": 8, ""gdp"": 6, ""social_support"": 9, ""health"": 7, ""freedom"": 7, ""generosity"": 6, ""corruption"": 3}"
5,Montenegro,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
6,Montenegro,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
7,Montenegro,json_format,6.0,5.0,8.0,6.0,6.0,4.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 8, ""health"": 6, ""freedom"": 6, ""generosity"": 4, ""corruption"": 3}"
8,Montenegro,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
9,Montenegro,json_format,8.0,6.0,9.0,6.0,7.0,5.0,3.0,"{""overall_happiness"": 8, ""gdp"": 6, ""social_support"": 9, ""health"": 6, ""freedom"": 7, ""generosity"": 5, ""corruption"": 3}"
10,Montenegro,json_format,7.0,5.0,8.0,7.0,8.0,4.0,3.0,"{""overall_happiness"": 7, ""gdp"": 5, ""social_support"": 8, ""health"": 7, ""freedom"": 8, ""generosity"": 4, ""corruption"": 3}"
11,Montenegro,json_format,6.0,5.0,7.0,6.0,6.0,4.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 7, ""health"": 6, ""freedom"": 6, ""generosity"": 4, ""corruption"": 3}"
12,Montenegro,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
13,Montenegro,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
14,Montenegro,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
15,Montenegro,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
16,Montenegro,json_format,6.0,5.0,8.0,6.0,7.0,6.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 8, ""health"": 6, ""freedom"": 7, ""generosity"": 6, ""corruption"": 3}"
17,Montenegro,json_format,6.0,5.0,8.0,7.0,6.0,3.0,4.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 8, ""health"": 7, ""freedom"": 6, ""generosity"": 3, ""corruption"": 4}"
18,Montenegro,json_format,6.0,5.0,7.0,6.0,5.0,4.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 7, ""health"": 6, ""freedom"": 5, ""generosity"": 4, ""corruption"": 3}"
19,Montenegro,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
20,Montenegro,json_format,3.0,2.0,6.0,5.0,4.0,1.0,3.0,"{""overall_happiness"": 3, ""gdp"": 2, ""social_support"": 6, ""health"": 5, ""freedom"": 4, ""generosity"": 1, ""corruption"": 3}"
1,Uruguay,json_format,8.0,7.0,9.0,8.0,8.0,6.0,5.0,"{""overall_happiness"": 8, ""gdp"": 7, ""social_support"": 9, ""health"": 8, ""freedom"": 8, ""generosity"": 6, ""corruption"": 5}"
2,Uruguay,json_format,8.0,6.0,9.0,7.0,7.0,6.0,5.0,"{""overall_happiness"": 8, ""gdp"": 6, ""social_support"": 9, ""health"": 7, ""freedom"": 7, ""generosity"": 6, ""corruption"": 5}"
3,Uruguay,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
4,Uruguay,json_format,8.0,6.0,9.0,7.0,7.0,6.0,5.0,"{""overall_happiness"": 8, ""gdp"": 6, ""social_support"": 9, ""health"": 7, ""freedom"": 7, ""generosity"": 6, ""corruption"": 5}"
5,Uruguay,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
6,Uruguay,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
7,Uruguay,json_format,6.0,5.0,8.0,6.0,6.0,4.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 8, ""health"": 6, ""freedom"": 6, ""generosity"": 4, ""corruption"": 3}"
8,Uruguay,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
9,Uruguay,json_format,8.0,6.0,10.0,6.0,7.0,5.0,4.0,"{""overall_happiness"": 8, ""gdp"": 6, ""social_support"": 10, ""health"": 6, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
10,Uruguay,json_format,7.0,5.0,8.0,7.0,8.0,4.0,3.0,"{""overall_happiness"": 7, ""gdp"": 5, ""social_support"": 8, ""health"": 7, ""freedom"": 8, ""generosity"": 4, ""corruption"": 3}"
11,Uruguay,json_format,6.0,5.0,8.0,6.0,6.0,4.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 8, ""health"": 6, ""freedom"": 6, ""generosity"": 4, ""corruption"": 3}"
12,Uruguay,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
13,Uruguay,json_format,7.0,6.0,8.0,6.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 6, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
14,Uruguay,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
15,Uruguay,json_format,8.0,6.0,9.0,7.0,7.0,5.0,3.0,"{""overall_happiness"": 8, ""gdp"": 6, ""social_support"": 9, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 3}"
16,Uruguay,json_format,7.0,5.0,8.0,6.0,7.0,6.0,4.0,"{""overall_happiness"": 7, ""gdp"": 5, ""social_support"": 8, ""health"": 6, ""freedom"": 7, ""generosity"": 6, ""corruption"": 4}"
17,Uruguay,json_format,6.0,5.0,7.0,6.0,5.0,3.0,4.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 7, ""health"": 6, ""freedom"": 5, ""generosity"": 3, ""corruption"": 4}"
18,Uruguay,json_format,6.0,5.0,7.0,6.0,5.0,4.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 7, ""health"": 6, ""freedom"": 5, ""generosity"": 4, ""corruption"": 3}"
19,Uruguay,json_format,8.0,7.0,9.0,8.0,7.0,6.0,5.0,"{""overall_happiness"": 8, ""gdp"": 7, ""social_support"": 9, ""health"": 8, ""freedom"": 7, ""generosity"": 6, ""corruption"": 5}"
20,Uruguay,json_format,3.0,4.0,6.0,5.0,4.0,2.0,3.0,"{""overall_happiness"": 3, ""gdp"": 4, ""social_support"": 6, ""health"": 5, ""freedom"": 4, ""generosity"": 2, ""corruption"": 3}"
1,Mauritius,json_format,8.0,7.0,8.0,7.0,8.0,5.0,4.0,"{""overall_happiness"": 8, ""gdp"": 7, ""social_support"": 8, ""health"": 7, ""freedom"": 8, ""generosity"": 5, ""corruption"": 4}"
2,Mauritius,json_format,8.0,6.0,9.0,7.0,7.0,6.0,5.0,"{""overall_happiness"": 8, ""gdp"": 6, ""social_support"": 9, ""health"": 7, ""freedom"": 7, ""generosity"": 6, ""corruption"": 5}"
3,Mauritius,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
4,Mauritius,json_format,8.0,6.0,9.0,7.0,7.0,6.0,5.0,"{""overall_happiness"": 8, ""gdp"": 6, ""social_support"": 9, ""health"": 7, ""freedom"": 7, ""generosity"": 6, ""corruption"": 5}"
5,Mauritius,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
6,Mauritius,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
7,Mauritius,json_format,6.0,5.0,8.0,6.0,6.0,4.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 8, ""health"": 6, ""freedom"": 6, ""generosity"": 4, ""corruption"": 3}"
8,Mauritius,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
9,Mauritius,json_format,8.0,6.0,9.0,6.0,7.0,5.0,3.0,"{""overall_happiness"": 8, ""gdp"": 6, ""social_support"": 9, ""health"": 6, ""freedom"": 7, ""generosity"": 5, ""corruption"": 3}"
